userid;age;gender;photoid;x;y;annotation;status;phrase length;validator_userid;validator_age;validator_gender
77;3;male;img28;545;220;The spire of an old gothic church behind a clump of trees.;correct;59;101;2;male
77;3;male;img28;539;262;The spire of an old gothic church behind a clump of trees.;correct;59;102;2;male
77;3;male;img27;423;375;A small, temporarily building, a bit like a hug, on the construction site. Probably a temporarily office. It's brown with a light gray roof.;correct;140;84;6;male
77;3;male;img27;443;283;A small, temporarily building, a bit like a hug, on the construction site. Probably a temporarily office. It's brown with a light gray roof.;correct;140;81;2;female
77;3;male;img27;399;314;A small, temporarily building, a bit like a hug, on the construction site. Probably a temporarily office. It's brown with a light gray roof.;correct;140;87;2;female
78;4;female;img13;317;398;Cafe Florentine, the patisserie next to the big church-like building.;correct;70;76;2;female
78;4;female;img13;291;375;Cafe Florentine, the patisserie next to the big church-like building.;correct;70;84;6;male
78;4;female;img13;292;340;Cafe Florentine, the patisserie next to the big church-like building.;correct;70;85;2;male
78;4;female;img13;0;0;Cafe Florentine, the patisserie next to the big church-like building.;correct;70;85;2;male
78;4;female;img29;230;317;Patisserie Valerie, right next to the red cafe.;correct;47;77;3;male
78;4;female;img29;232;312;Patisserie Valerie, right next to the red cafe.;correct;47;81;2;female
78;4;female;img29;240;312;Patisserie Valerie, right next to the red cafe.;correct;47;91;3;male
78;4;female;img01;68;304;The second building with columns, the farthest away one.;correct;56;80;2;male
78;4;female;img01;80;317;The second building with columns, the farthest away one.;correct;56;75;3;male
78;4;female;img01;81;307;The second building with columns, the farthest away one.;correct;56;88;2;female
78;4;female;img05;528;253;The big building with columns.;correct;30;79;2;male
78;4;female;img05;507;261;The big building with columns.;correct;30;92;2;female
78;4;female;img05;517;247;The big building with columns.;correct;30;93;4;male
78;4;female;img19;358;385;The little church with the pointy roof.;correct;39;71;7;male
78;4;female;img19;349;308;The little church with the pointy roof.;correct;39;83;2;male
78;4;female;img19;354;368;The little church with the pointy roof.;correct;39;86;3;male
79;2;male;img29;228;299;The cream colored store front immediately to the left of the red store front.;correct;77;76;2;female
79;2;male;img29;236;327;The cream colored store front immediately to the left of the red store front.;correct;77;80;2;male
79;2;male;img29;231;324;The cream colored store front immediately to the left of the red store front.;correct;77;87;2;female
79;2;male;img20;647;228;The large wedge shaped building in the foreground.;correct;50;71;7;male
79;2;male;img20;643;308;The large wedge shaped building in the foreground.;correct;50;86;3;male
79;2;male;img20;646;198;The large wedge shaped building in the foreground.;correct;50;91;3;male
79;2;male;img03;0;0;The home with the blue door on the second floor. The two windows above and the one to the right of the door are included.;ambiguous;121;78;4;female
79;2;male;img03;329;241;The home with the blue door on the second floor. The two windows above and the one to the right of the door are included.;correct;121;83;2;male
79;2;male;img03;326;179;The home with the blue door on the second floor. The two windows above and the one to the right of the door are included.;correct;121;84;6;male
79;2;male;img11;696;377;The pillar to the right side of the image that's about twice as tall as a person. It's right below the street sign on the building behind it.;correct;141;85;2;male
79;2;male;img11;685;374;The pillar to the right side of the image that's about twice as tall as a person. It's right below the street sign on the building behind it.;correct;141;88;2;female
79;2;male;img11;697;381;The pillar to the right side of the image that's about twice as tall as a person. It's right below the street sign on the building behind it.;correct;141;94;2;female
79;2;male;img24;140;219;The narrow strip of building starting with the maroon door, and moving straight up, including the 5 windows directly above it.;incorrect;126;77;3;male
79;2;male;img24;350;256;The narrow strip of building starting with the maroon door, and moving straight up, including the 5 windows directly above it.;correct;126;75;3;male
79;2;male;img24;360;230;The narrow strip of building starting with the maroon door, and moving straight up, including the 5 windows directly above it.;correct;126;81;2;female
80;2;male;img18;189;310;Look at the building to the left with POUNDSAVERS over the doorway.;correct;67;84;6;male
80;2;male;img18;164;330;Look at the building to the left with POUNDSAVERS over the doorway.;correct;67;85;2;male
80;2;male;img18;169;313;Look at the building to the left with POUNDSAVERS over the doorway.;correct;67;81;2;female
80;2;male;img17;587;337;See the bright building to the right with the columns.;correct;54;86;3;male
80;2;male;img17;571;327;See the bright building to the right with the columns.;correct;54;95;3;female
80;2;male;img17;564;316;See the bright building to the right with the columns.;correct;54;98;4;male
80;2;male;img09;148;228;Look at the half of the building just above the cafe and the cafe with chairs and tables out front.;correct;99;77;3;male
80;2;male;img09;151;149;Look at the half of the building just above the cafe and the cafe with chairs and tables out front.;correct;99;79;2;male
80;2;male;img09;420;357;Look at the half of the building just above the cafe and the cafe with chairs and tables out front.;incorrect;99;75;3;male
80;2;male;img11;688;380;Look at the small podium with a plague to the right of the picture.;correct;67;83;2;male
80;2;male;img11;689;392;Look at the small podium with a plague to the right of the picture.;correct;67;87;2;female
80;2;male;img11;679;383;Look at the small podium with a plague to the right of the picture.;correct;67;93;4;male
80;2;male;img24;0;0;Look at the narrow column of dark bricks just above the dark reddish brownish door.;cantfind;83;78;4;female
80;2;male;img24;356;288;Look at the narrow column of dark bricks just above the dark reddish brownish door.;correct;83;88;2;female
80;2;male;img24;353;277;Look at the narrow column of dark bricks just above the dark reddish brownish door.;correct;83;92;2;female
81;2;female;img10;340;310;The ground floor of the building with bikes parked outside it. Red in color. Called The Elephant House.;correct;104;83;2;male
81;2;female;img10;350;348;The ground floor of the building with bikes parked outside it. Red in color. Called The Elephant House.;correct;104;84;6;male
81;2;female;img10;352;316;The ground floor of the building with bikes parked outside it. Red in color. Called The Elephant House.;correct;104;85;2;male
81;2;female;img28;541;259;The tall spire like structure in the midst of the trees. To the left of the Scottish National Gallery;correct;101;75;3;male
81;2;female;img28;543;252;The tall spire like structure in the midst of the trees. To the left of the Scottish National Gallery;correct;101;86;3;male
81;2;female;img28;546;236;The tall spire like structure in the midst of the trees. To the left of the Scottish National Gallery;correct;101;94;2;female
81;2;female;img15;366;218;The two pillar like structures in front of the spire. With the word assembly on them on red background;correct;102;87;2;female
81;2;female;img15;367;230;The two pillar like structures in front of the spire. With the word assembly on them on red background;correct;102;92;2;female
81;2;female;img15;369;218;The two pillar like structures in front of the spire. With the word assembly on them on red background;correct;102;100;3;male
81;2;female;img22;0;0;The center section of the building with three windows on each level and the second white door from the right.;ambiguous;109;93;4;male
81;2;female;img22;391;305;The center section of the building with three windows on each level and the second white door from the right.;correct;109;95;3;female
81;2;female;img22;383;258;The center section of the building with three windows on each level and the second white door from the right.;correct;109;98;4;male
81;2;female;img31;72;393;Three columns from the left of the building, upto the blue door on the left.;correct;76;88;2;female
81;2;female;img31;0;0;Three columns from the left of the building, upto the blue door on the left.;ambiguous;76;99;2;female
81;2;female;img31;216;408;Three columns from the left of the building, upto the blue door on the left.;correct;76;101;2;male
83;2;male;img05;329;226;The stone monument building at the left side of the picture, next to the road.;incorrect;78;85;2;male
83;2;male;img05;0;0;The stone monument building at the left side of the picture, next to the road.;ambiguous;78;87;2;female
83;2;male;img05;0;0;The stone monument building at the left side of the picture, next to the road.;cantfind;78;87;2;female
83;2;male;img17;592;334;The stone building to the right of the picture with 3 tall stone columns.;correct;73;81;2;female
83;2;male;img17;574;350;The stone building to the right of the picture with 3 tall stone columns.;correct;73;92;2;female
83;2;male;img17;586;349;The stone building to the right of the picture with 3 tall stone columns.;correct;73;101;2;male
83;2;male;img13;281;329;The little cafe facade to the left of the cathedral-like pub in the center of the picture.;correct;90;75;3;male
83;2;male;img13;291;370;The little cafe facade to the left of the cathedral-like pub in the center of the picture.;correct;90;93;4;male
83;2;male;img13;282;349;The little cafe facade to the left of the cathedral-like pub in the center of the picture.;correct;90;98;4;male
83;2;male;img04;777;239;The rightmost house with white walls and wood finishings.;correct;57;84;6;male
83;2;male;img04;757;244;The rightmost house with white walls and wood finishings.;correct;57;88;2;female
83;2;male;img04;770;305;The rightmost house with white walls and wood finishings.;correct;57;95;3;female
83;2;male;img29;243;328;The little shop with the white facade between the church-like pub and the little house with the red fa+Γª╞+Θ-║ade.;correct;114;86;3;male
83;2;male;img29;238;323;The little shop with the white facade between the church-like pub and the little house with the red fa+Γª╞+Θ-║ade.;correct;114;94;2;female
83;2;male;img29;226;299;The little shop with the white facade between the church-like pub and the little house with the red fa+Γª╞+Θ-║ade.;correct;114;99;2;female
84;6;male;img19;351;286;the cross on top of the nearest pointed roof, almost straight ahead;correct;67;81;2;female
84;6;male;img19;347;294;the cross on top of the nearest pointed roof, almost straight ahead;correct;67;87;2;female
84;6;male;img19;351;286;the cross on top of the nearest pointed roof, almost straight ahead;correct;67;81;2;female
84;6;male;img11;466;399;the large group of people in the far corner of the courtyard;incorrect;60;86;3;male
84;6;male;img11;469;401;the large group of people in the far corner of the courtyard;incorrect;60;95;3;female
84;6;male;img11;464;398;the large group of people in the far corner of the courtyard;incorrect;60;104;2;female
84;6;male;img07;455;333;the crenelated molding - like a squared-off zigzag - just over the ground floor, on the building at the corner;correct;110;91;3;male
84;6;male;img07;460;342;the crenelated molding - like a squared-off zigzag - just over the ground floor, on the building at the corner;correct;110;94;2;female
84;6;male;img07;462;342;the crenelated molding - like a squared-off zigzag - just over the ground floor, on the building at the corner;correct;110;101;2;male
84;6;male;img25;63;411;the gold coat in the shop window;incorrect;32;93;4;male
84;6;male;img25;66;409;the gold coat in the shop window;incorrect;32;98;4;male
84;6;male;img25;57;408;the gold coat in the shop window;incorrect;32;99;2;female
84;6;male;img14;683;305;See the flags hanging from the building on the right? The nearest one to us.;incorrect;76;85;2;male
84;6;male;img14;719;219;See the flags hanging from the building on the right? The nearest one to us.;incorrect;76;88;2;female
84;6;male;img14;789;426;See the flags hanging from the building on the right? The nearest one to us.;incorrect;76;92;2;female
85;2;male;img21;214;248;A rather square-shaped, glass walled building, which shows no resemblance to its environment due to its complete different, modern style.;correct;137;86;3;male
85;2;male;img21;239;147;A rather square-shaped, glass walled building, which shows no resemblance to its environment due to its complete different, modern style.;correct;137;81;2;female
85;2;male;img21;217;267;A rather square-shaped, glass walled building, which shows no resemblance to its environment due to its complete different, modern style.;correct;137;88;2;female
85;2;male;img26;330;265;A one-storied brown building with two white shutters on the ground floor. The entrance cannot be seen.;correct;102;87;2;female
85;2;male;img26;330;281;A one-storied brown building with two white shutters on the ground floor. The entrance cannot be seen.;correct;102;95;3;female
85;2;male;img26;334;268;A one-storied brown building with two white shutters on the ground floor. The entrance cannot be seen.;correct;102;94;2;female
85;2;male;img08;355;242;A huge two-storied building belonging to Georgian architecture, most possibly from Edinburgh's New Town.;correct;104;91;3;male
85;2;male;img08;441;222;A huge two-storied building belonging to Georgian architecture, most possibly from Edinburgh's New Town.;correct;104;99;2;female
85;2;male;img08;438;310;A huge two-storied building belonging to Georgian architecture, most possibly from Edinburgh's New Town.;correct;104;101;2;male
85;2;male;img09;86;414;A three-storied tenement with square windows and strict patterns, having an RBS branch on its corner and a cafe to the left.;correct;124;92;2;female
85;2;male;img09;318;192;A three-storied tenement with square windows and strict patterns, having an RBS branch on its corner and a cafe to the left.;correct;124;98;4;male
85;2;male;img09;468;227;A three-storied tenement with square windows and strict patterns, having an RBS branch on its corner and a cafe to the left.;incorrect;124;100;3;male
85;2;male;img23;403;310;A restaurant on the Royal Mile having a decorative facade and being on the corner of a historical building.;correct;107;93;4;male
85;2;male;img23;0;0;A restaurant on the Royal Mile having a decorative facade and being on the corner of a historical building.;ambiguous;107;107;2;female
85;2;male;img23;404;379;A restaurant on the Royal Mile having a decorative facade and being on the corner of a historical building.;correct;107;108;2;male
86;3;male;img02;737;137;A building on the corner of two streets, across from a church made of reddish stone. It has a pointy-turret on the corner with projecting windows.;correct;147;85;2;male
86;3;male;img02;737;275;A building on the corner of two streets, across from a church made of reddish stone. It has a pointy-turret on the corner with projecting windows.;correct;147;104;2;female
86;3;male;img02;727;227;A building on the corner of two streets, across from a church made of reddish stone. It has a pointy-turret on the corner with projecting windows.;correct;147;105;3;female
86;3;male;img12;453;314;"A red store-front called ""The Elephant House.""  It has a sign board to the right and a woman drinking tea in the left window. In front are two bikes";correct;148;81;2;female
86;3;male;img12;477;352;"A red store-front called ""The Elephant House.""  It has a sign board to the right and a woman drinking tea in the left window. In front are two bikes";correct;148;101;2;male
86;3;male;img12;512;392;"A red store-front called ""The Elephant House.""  It has a sign board to the right and a woman drinking tea in the left window. In front are two bikes";correct;148;107;2;female
86;3;male;img30;344;320;A greenish-colored statue in front of a building which looks like a church.  There is a large empty area around it. Two people are walking in front.;correct;148;87;2;female
86;3;male;img30;352;322;A greenish-colored statue in front of a building which looks like a church.  There is a large empty area around it. Two people are walking in front.;correct;148;88;2;female
86;3;male;img30;350;323;A greenish-colored statue in front of a building which looks like a church.  There is a large empty area around it. Two people are walking in front.;correct;148;95;3;female
86;3;male;img31;207;410;A part of a building which looks to be a house.  It has a fairly bright blue door and some ivy on the fence.;correct;110;94;2;female
86;3;male;img31;207;395;A part of a building which looks to be a house.  It has a fairly bright blue door and some ivy on the fence.;correct;110;98;4;male
86;3;male;img31;257;418;A part of a building which looks to be a house.  It has a fairly bright blue door and some ivy on the fence.;correct;110;100;3;male
86;3;male;img32;372;402;A very large yellow house (restaurant?) with burgundy trim.  It has three triangular roof projections with trefoils and pointy things sticking out.;correct;147;92;2;female
86;3;male;img32;371;338;A very large yellow house (restaurant?) with burgundy trim.  It has three triangular roof projections with trefoils and pointy things sticking out.;correct;147;93;4;male
86;3;male;img32;367;322;A very large yellow house (restaurant?) with burgundy trim.  It has three triangular roof projections with trefoils and pointy things sticking out.;correct;147;99;2;female
87;2;female;img18;160;347;Poundsavers;correct;11;92;2;female
87;2;female;img06;114;267;Do you see the tall, pointy building? To the left of that, there's a shorter building, with lots of windows. Look at the left side of that.;incorrect;139;88;2;female
87;2;female;img06;151;259;Do you see the tall, pointy building? To the left of that, there's a shorter building, with lots of windows. Look at the left side of that.;correct;139;101;2;male
87;2;female;img06;172;259;Do you see the tall, pointy building? To the left of that, there's a shorter building, with lots of windows. Look at the left side of that.;incorrect;139;102;2;male
87;2;female;img18;176;357;Poundsavers;correct;11;93;4;male
87;2;female;img18;167;348;Poundsavers;correct;11;95;3;female
87;2;female;img03;326;246;The flat with the blue door;correct;27;94;2;female
87;2;female;img03;328;257;The flat with the blue door;correct;27;105;3;female
87;2;female;img03;325;258;The flat with the blue door;correct;27;108;2;male
87;2;female;img20;493;350;Amarone, that charcoal coloured building;correct;40;98;4;male
87;2;female;img20;466;306;Amarone, that charcoal coloured building;correct;40;99;2;female
87;2;female;img20;477;348;Amarone, that charcoal coloured building;correct;40;107;2;female
87;2;female;img01;83;316;The faraway set of pillars, on the other side of the national gallery;correct;69;100;3;male
87;2;female;img01;0;0;The faraway set of pillars, on the other side of the national gallery;cantfind;69;104;2;female
87;2;female;img01;76;315;The faraway set of pillars, on the other side of the national gallery;correct;69;111;2;male
88;2;female;img27;401;319;Small brown shed with window;correct;28;105;3;female
88;2;female;img27;395;332;Small brown shed with window;correct;28;107;2;female
88;2;female;img27;390;319;Small brown shed with window;correct;28;111;2;male
88;2;female;img16;453;252;Suruchi restaurant;correct;18;92;2;female
88;2;female;img16;457;284;Suruchi restaurant;correct;18;95;3;female
88;2;female;img16;462;278;Suruchi restaurant;correct;18;100;3;male
88;2;female;img26;0;0;House on the left with two garages;ambiguous;34;98;4;male
88;2;female;img26;335;245;House on the left with two garages;correct;34;102;2;male
88;2;female;img26;0;0;House on the left with two garages;ambiguous;34;98;4;male
88;2;female;img02;740;126;Street corner with pointed roof;correct;31;94;2;female
88;2;female;img02;757;252;Street corner with pointed roof;correct;31;101;2;male
88;2;female;img02;744;203;Street corner with pointed roof;correct;31;108;2;male
88;2;female;img28;547;225;Monument;correct;8;93;4;male
88;2;female;img28;549;250;Monument;correct;8;99;2;female
88;2;female;img28;544;243;Monument;correct;8;104;2;female
91;3;male;img12;0;0;No target highlighted;cantfind;21;95;3;female
91;3;male;img11;690;391;A short, squat pillar on the right hand side o fthe image, with two plaques on the front and a series of three bollards to its left;correct;131;107;2;female
91;3;male;img11;698;387;A short, squat pillar on the right hand side o fthe image, with two plaques on the front and a series of three bollards to its left;correct;131;108;2;male
91;3;male;img11;688;381;A short, squat pillar on the right hand side o fthe image, with two plaques on the front and a series of three bollards to its left;correct;131;112;2;male
91;3;male;img23;402;296;The entire front of Deacon Brodie's tarven, extending to its first floor.;correct;73;101;2;male
91;3;male;img23;404;344;The entire front of Deacon Brodie's tarven, extending to its first floor.;correct;73;104;2;female
91;3;male;img23;382;169;The entire front of Deacon Brodie's tarven, extending to its first floor.;correct;73;105;3;female
91;3;male;img17;587;309;The Lloyds TSB building on the right hand side of the road, with the Grecian style columns.;correct;91;93;4;male
91;3;male;img17;571;348;The Lloyds TSB building on the right hand side of the road, with the Grecian style columns.;correct;91;94;2;female
91;3;male;img17;569;405;The Lloyds TSB building on the right hand side of the road, with the Grecian style columns.;correct;91;100;3;male
91;3;male;img06;155;249;The building in the top left roughly in the middle of the spire to the right and the turrets to the left.;correct;105;92;2;female
91;3;male;img06;149;252;The building in the top left roughly in the middle of the spire to the right and the turrets to the left.;correct;105;98;4;male
91;3;male;img06;150;260;The building in the top left roughly in the middle of the spire to the right and the turrets to the left.;correct;105;111;2;male
92;2;female;img31;190;376;third door from the right as you look at the building, blue with small window to the left.;correct;90;102;2;male
92;2;female;img31;205;404;third door from the right as you look at the building, blue with small window to the left.;correct;90;108;2;male
92;2;female;img31;212;408;third door from the right as you look at the building, blue with small window to the left.;correct;90;115;2;female
92;2;female;img10;341;342;the elephant house cafe, red front with white front building to the left;correct;72;93;4;male
92;2;female;img10;334;329;the elephant house cafe, red front with white front building to the left;correct;72;104;2;female
92;2;female;img10;339;319;the elephant house cafe, red front with white front building to the left;correct;72;105;3;female
92;2;female;img04;563;214;tudor style building to the right of the river beside new tudor effect building;incorrect;79;98;4;male
92;2;female;img04;735;242;tudor style building to the right of the river beside new tudor effect building;correct;79;99;2;female
92;2;female;img04;563;243;tudor style building to the right of the river beside new tudor effect building;incorrect;79;101;2;male
92;2;female;img08;463;377;tail end of crescent building, has post box. Sun rise effect window above teal door;correct;84;107;2;female
92;2;female;img08;0;0;tail end of crescent building, has post box. Sun rise effect window above teal door;ambiguous;84;111;2;male
92;2;female;img08;342;317;tail end of crescent building, has post box. Sun rise effect window above teal door;correct;84;112;2;male
92;2;female;img13;289;375;cafe florentine beside frankenstine pub and bridge express;correct;58;95;3;female
92;2;female;img13;283;364;cafe florentine beside frankenstine pub and bridge express;correct;58;94;2;female
92;2;female;img13;285;356;cafe florentine beside frankenstine pub and bridge express;correct;58;100;3;male
93;4;male;img09;91;250;A four-storey building, part of a terrace, built of large grey-brown bricks. The upper three storeys have sash windows and the ground floor is a cafe.;correct;150;102;2;male
93;4;male;img09;434;257;A four-storey building, part of a terrace, built of large grey-brown bricks. The upper three storeys have sash windows and the ground floor is a cafe.;incorrect;150;107;2;female
93;4;male;img09;146;344;A four-storey building, part of a terrace, built of large grey-brown bricks. The upper three storeys have sash windows and the ground floor is a cafe.;correct;150;111;2;male
93;4;male;img07;453;213;A granite tower with fake medieval battlements and topped (or backed) by a thinner octagonal white tower, itself topped by a dark cupola.;correct;137;98;4;male
93;4;male;img07;436;61;A granite tower with fake medieval battlements and topped (or backed) by a thinner octagonal white tower, itself topped by a dark cupola.;correct;137;99;2;female
93;4;male;img07;445;177;A granite tower with fake medieval battlements and topped (or backed) by a thinner octagonal white tower, itself topped by a dark cupola.;correct;137;100;3;male
93;4;male;img29;236;323;A ground-floor shopfront in a large square granite building, with four cream columns.;correct;85;101;2;male
93;4;male;img29;229;322;A ground-floor shopfront in a large square granite building, with four cream columns.;correct;85;108;2;male
93;4;male;img29;245;325;A ground-floor shopfront in a large square granite building, with four cream columns.;correct;85;113;2;female
93;4;male;img20;643;353;A six-storey modern building, forming a wedge between two angled streets. the ground floor is faced in dark marble, the upper storeys in white.;correct;143;95;3;female
93;4;male;img20;594;183;A six-storey modern building, forming a wedge between two angled streets. the ground floor is faced in dark marble, the upper storeys in white.;correct;143;105;3;female
93;4;male;img20;548;215;A six-storey modern building, forming a wedge between two angled streets. the ground floor is faced in dark marble, the upper storeys in white.;correct;143;114;7;female
94;2;female;img30;352;330;The green-tinged statue in the square in front of St. Giles cathedral;correct;69;107;2;female
94;2;female;img30;349;317;The green-tinged statue in the square in front of St. Giles cathedral;correct;69;113;2;female
94;2;female;img30;350;323;The green-tinged statue in the square in front of St. Giles cathedral;correct;69;114;7;female
94;2;female;img05;517;204;The sandy-coloured building on the right, with the pillars;correct;58;102;2;male
94;2;female;img05;623;235;The sandy-coloured building on the right, with the pillars;correct;58;105;3;female
94;2;female;img05;546;247;The sandy-coloured building on the right, with the pillars;correct;58;111;2;male
94;2;female;img22;408;363;No. 7, the terraced building with the white door between those with blue doors.;correct;79;99;2;female
94;2;female;img22;475;388;No. 7, the terraced building with the white door between those with blue doors.;correct;79;100;3;male
94;2;female;img22;472;412;No. 7, the terraced building with the white door between those with blue doors.;correct;79;116;3;female
94;2;female;img21;259;422;Festival Theatre. The glass-fronted building with obvious posters advertising shows.;correct;85;104;2;female
94;2;female;img21;220;412;Festival Theatre. The glass-fronted building with obvious posters advertising shows.;correct;85;108;2;male
94;2;female;img21;257;417;Festival Theatre. The glass-fronted building with obvious posters advertising shows.;correct;85;112;2;male
94;2;female;img24;356;230;A very thin building comprising the unobtrusive wooden door nestled between Deacon's House Cafe and Elgin Cashmere and the windows directly above.;correct;146;95;3;female
94;2;female;img24;356;298;A very thin building comprising the unobtrusive wooden door nestled between Deacon's House Cafe and Elgin Cashmere and the windows directly above.;correct;146;98;4;male
94;2;female;img24;344;333;A very thin building comprising the unobtrusive wooden door nestled between Deacon's House Cafe and Elgin Cashmere and the windows directly above.;correct;146;101;2;male
95;3;female;img05;0;0;The National Gallery;ambiguous;20;98;4;male
95;3;female;img05;606;218;The National Gallery;correct;20;99;2;female
95;3;female;img21;220;365;The whole facade of the festival theatre. The glassy building.;correct;63;107;2;female
95;3;female;img05;644;213;The National Gallery;correct;20;112;2;male
95;3;female;img25;511;321;The spooky looking building with the bright red door.;correct;53;100;3;male
95;3;female;img25;603;293;The spooky looking building with the bright red door.;correct;53;108;2;male
95;3;female;img25;492;395;The spooky looking building with the bright red door.;correct;53;113;2;female
95;3;female;img15;366;241;The towers at the entrance of the Assembly Hall. They have long red banners hanging on them.;correct;92;94;2;female
95;3;female;img15;373;181;The towers at the entrance of the Assembly Hall. They have long red banners hanging on them.;correct;92;101;2;male
95;3;female;img15;368;234;The towers at the entrance of the Assembly Hall. They have long red banners hanging on them.;correct;92;104;2;female
95;3;female;img01;0;0;The back end of the National Galleries building that is furthest away.;ambiguous;70;105;3;female
95;3;female;img01;459;329;The back end of the National Galleries building that is furthest away.;incorrect;70;116;3;female
95;3;female;img01;0;0;The back end of the National Galleries building that is furthest away.;cantfind;70;105;3;female
95;3;female;img21;242;362;The whole facade of the festival theatre. The glassy building.;correct;63;102;2;male
95;3;female;img21;208;128;The whole facade of the festival theatre. The glassy building.;correct;63;114;7;female
98;4;male;img32;380;352;two floor wooden house with a balcony and veranda. chairs and parasols outside. looks like a hotel with bar/restaurant;correct;118;102;2;male
98;4;male;img32;371;371;two floor wooden house with a balcony and veranda. chairs and parasols outside. looks like a hotel with bar/restaurant;correct;118;104;2;female
98;4;male;img32;374;426;two floor wooden house with a balcony and veranda. chairs and parasols outside. looks like a hotel with bar/restaurant;correct;118;108;2;male
98;4;male;img18;538;308;city restaurant, vibrant pinkish red. can't miss it. pound land next door;incorrect;73;99;2;female
98;4;male;img18;559;365;city restaurant, vibrant pinkish red. can't miss it. pound land next door;incorrect;73;101;2;male
98;4;male;img18;528;370;city restaurant, vibrant pinkish red. can't miss it. pound land next door;incorrect;73;111;2;male
98;4;male;img16;463;246;suruchi indian restautant. small front in red and white. next to subway fast-food chain;correct;88;112;2;male
98;4;male;img16;457;253;suruchi indian restautant. small front in red and white. next to subway fast-food chain;correct;88;113;2;female
98;4;male;img16;460;246;suruchi indian restautant. small front in red and white. next to subway fast-food chain;correct;88;116;3;female
98;4;male;img03;331;270;flat with a blue door on first floor. red painted outside stairs zig-zag up to it.;correct;82;107;2;female
98;4;male;img03;439;209;flat with a blue door on first floor. red painted outside stairs zig-zag up to it.;incorrect;82;115;2;female
98;4;male;img03;0;0;flat with a blue door on first floor. red painted outside stairs zig-zag up to it.;ambiguous;82;117;2;male
98;4;male;img28;543;255;monument in park, looks like a church spire. possibly victorian. much taller than the trees;correct;91;100;3;male
98;4;male;img28;541;277;monument in park, looks like a church spire. possibly victorian. much taller than the trees;correct;91;105;3;female
98;4;male;img28;544;229;monument in park, looks like a church spire. possibly victorian. much taller than the trees;correct;91;114;7;female
99;2;female;img19;597;152;Look for the two crosses on top of the highest tower with the clock almost halfway on the tower.;incorrect;97;98;4;male
99;2;female;img19;589;33;Look for the two crosses on top of the highest tower with the clock almost halfway on the tower.;incorrect;97;107;2;female
99;2;female;img19;0;0;Look for the two crosses on top of the highest tower with the clock almost halfway on the tower.;ambiguous;97;112;2;male
99;2;female;img27;409;344;Look for the little black house with the tin roof and the white blinds, standing in front of a building with scaffolding.;correct;122;101;2;male
99;2;female;img27;0;0;Look for the little black house with the tin roof and the white blinds, standing in front of a building with scaffolding.;cantfind;122;102;2;male
99;2;female;img27;421;326;Look for the little black house with the tin roof and the white blinds, standing in front of a building with scaffolding.;correct;122;108;2;male
99;2;female;img03;436;262;You will see two red stairs leading to front doors. When standing in front of these two red stairs, look at the right one with the black front door.;incorrect;149;111;2;male
99;2;female;img03;308;447;You will see two red stairs leading to front doors. When standing in front of these two red stairs, look at the right one with the black front door.;incorrect;149;113;2;female
99;2;female;img03;441;205;You will see two red stairs leading to front doors. When standing in front of these two red stairs, look at the right one with the black front door.;incorrect;149;114;7;female
99;2;female;img17;561;360;Look for the big building with three large pillars, next to the pizza hut.;correct;75;104;2;female
99;2;female;img17;574;379;Look for the big building with three large pillars, next to the pizza hut.;correct;75;116;3;female
99;2;female;img17;562;369;Look for the big building with three large pillars, next to the pizza hut.;correct;75;117;2;male
99;2;female;img06;555;221;Look for the statue with soldier riding a horse, left of it you will see the stage for the yearly tattoo in front of the castle.;incorrect;129;100;3;male
99;2;female;img06;540;228;Look for the statue with soldier riding a horse, left of it you will see the stage for the yearly tattoo in front of the castle.;incorrect;129;105;3;female
99;2;female;img06;781;251;Look for the statue with soldier riding a horse, left of it you will see the stage for the yearly tattoo in front of the castle.;incorrect;129;115;2;female
100;3;male;img27;421;298;The black cabin or boxlike building with the white window shade and the grey roof.  To the right of the traffic cones.;correct;118;112;2;male
100;3;male;img27;430;322;The black cabin or boxlike building with the white window shade and the grey roof.  To the right of the traffic cones.;correct;118;115;2;female
100;3;male;img27;465;329;The black cabin or boxlike building with the white window shade and the grey roof.  To the right of the traffic cones.;correct;118;120;2;female
100;3;male;img23;379;165;The traditional tavern with the golden arches and the hanging flowers.  With the sign with the man in the red coat, and the menus out front.;correct;140;113;2;female
100;3;male;img23;404;325;The traditional tavern with the golden arches and the hanging flowers.  With the sign with the man in the red coat, and the menus out front.;correct;140;117;2;male
100;3;male;img23;0;0;The traditional tavern with the golden arches and the hanging flowers.  With the sign with the man in the red coat, and the menus out front.;cantfind;140;122;3;female
100;3;male;img29;236;329;It's the store with the white facade.  Just after the restaurant with the red facade, and just before the pub in the church-like building.;correct;138;105;3;female
100;3;male;img29;231;322;It's the store with the white facade.  Just after the restaurant with the red facade, and just before the pub in the church-like building.;correct;138;107;2;female
100;3;male;img29;245;324;It's the store with the white facade.  Just after the restaurant with the red facade, and just before the pub in the church-like building.;correct;138;111;2;male
100;3;male;img30;352;314;It's the statue in the middle of the square in front of the old cathedral.;correct;74;101;2;male
100;3;male;img30;346;336;It's the statue in the middle of the square in front of the old cathedral.;correct;74;102;2;male
100;3;male;img30;347;369;It's the statue in the middle of the square in front of the old cathedral.;correct;74;108;2;male
